3.768755671226752035e+00,1.564174487453743989e+00,6.508577912900770812e+00,3.084847698082501211e+02
3.010921520115426908e+00,2.403537733339309757e+00,6.695476008128748546e+00,3.868728645928985088e+02
2.936342809339829163e+00,1.602048996066879116e+00,5.538961194827465739e+00,4.961564403384763864e+02
2.127392168304959252e+00,2.655313893048103502e+00,5.011066428745704293e+00,4.012355316101216545e+02
2.106077958905627767e+00,2.113866680189561365e+00,6.123577721763827419e+00,3.234056575449192792e+02
2.029072353293540854e+00,2.260741190508558152e+00,4.786722426667356700e+00,3.592931086611780529e+02
3.194228283120378098e+00,2.619033359588864407e+00,3.626865257003566878e+00,3.742239457979202371e+02
2.076922074536382112e+00,1.025030655252987755e+00,6.832308791103489654e+00,4.037322710946320967e+02
2.854828662238297454e+00,2.410308642476249652e+00,3.510313901007302118e+00,3.342039244157563758e+02
2.229020697109533433e+00,2.585822014607884523e+00,6.920308661071656431e+00,3.366687459128489195e+02
3.474319507907028814e+00,2.884582352164779540e+00,3.358805902281440048e+00,3.542702183448011510e+02
3.288658211772521156e+00,2.046176503796434787e+00,3.643081276539887892e+00,3.955295540472035896e+02
3.491374931468202103e+00,1.437750903643325362e+00,6.487643664043842406e+00,3.197259249419314528e+02
3.248876092104177715e+00,2.879113642189453870e+00,5.551696963698494969e+00,3.434933226791229686e+02
3.097294565351519147e+00,2.493578006925188273e+00,4.725242580732495590e+00,3.410167089217818557e+02
3.541081342813513722e+00,1.951422639929737635e+00,3.173456896440028707e+00,3.675252440374915182e+02
3.715893715315835344e+00,1.217359871812472072e+00,5.323334206547292169e+00,4.871577041376044690e+02
2.677004125701459181e+00,1.816619856962089052e+00,4.152381598202310897e+00,3.814305596629058073e+02
2.386968713178910573e+00,1.276029843082312709e+00,4.511589953780454465e+00,4.975787812186455312e+02
2.504319849344382565e+00,1.883486745549621144e+00,6.373208579043133426e+00,3.904899269490560982e+02
2.000082061483622997e+00,1.242370592010532793e+00,6.779082342380350568e+00,3.573139016638110661e+02
2.093058251250088375e+00,2.606939874765940246e+00,5.397645695059885007e+00,4.769823881545376025e+02
2.778588971090041326e+00,2.679299044952332842e+00,3.314007478450618382e+00,4.176397966195676190e+02
3.024074424155851926e+00,1.463173740595943295e+00,3.952204911712384749e+00,4.315311680297672865e+02
2.953144419668407572e+00,2.635280589378384164e+00,5.615460973568453085e+00,4.260491574918293622e+02
2.284124775304407606e+00,2.510057268425348376e+00,3.090356782028757632e+00,3.292259919975123239e+02
2.532377622684025109e+00,1.297778392953481408e+00,3.728519278530370684e+00,4.651584518306893870e+02
3.794534275045959859e+00,2.800254939187765579e+00,4.475970790190949344e+00,4.441695929083778083e+02
3.701790091268183147e+00,2.487226867013901277e+00,6.880411475441770008e+00,3.534296485869467119e+02
2.833461265761562320e+00,1.450881792661297354e+00,4.425751351142977796e+00,3.076521586042255763e+02
2.923040198496838382e+00,2.649258349222987530e+00,6.060396612383575743e+00,3.228013778324126406e+02
3.171482455727998584e+00,2.132671452891888642e+00,3.902676878268391825e+00,3.289052159620241014e+02
2.238096279508964948e+00,1.334000140038358762e+00,4.960690399323422817e+00,3.556083396644155528e+02
3.358676758798034179e+00,1.859134313465623967e+00,6.018200150318705255e+00,3.182781301986698281e+02
3.638904373200903652e+00,1.473905913738781326e+00,5.482802055181638323e+00,4.006438957300831021e+02
3.448960151162525634e+00,1.838856592191154160e+00,3.979293878228593151e+00,3.098942668563821599e+02
3.312294922385690121e+00,1.861516262490125140e+00,4.419705487409514078e+00,4.485729024276905648e+02
2.868526290564064052e+00,2.121103448412933190e+00,4.116104220818536774e+00,3.790104897515344646e+02
2.945751426734513956e+00,2.328409763902703489e+00,4.953261434512699068e+00,3.970709484288103113e+02
