2.705241961919426341e+00,1.011698622234319833e+00,4.657610163327229991e+00,4.075196512184916173e+02
2.027677100698454193e+00,2.886385985906569474e+00,4.566670431034181910e+00,3.347150129034802148e+02
2.146429020994614412e+00,2.198344709796804963e+00,3.886222960772347079e+00,4.242442095705680458e+02
2.067978889347362070e+00,2.837160021720816161e+00,6.533117937440040990e+00,3.716469125893358978e+02
2.651133706919654998e+00,1.864662883591598153e+00,3.065163977858003097e+00,3.319277050676117824e+02
3.320918311539657886e+00,2.855798768565890988e+00,4.133685176484219070e+00,4.557541257405240458e+02
2.556917318995123978e+00,2.554349414695512799e+00,6.873001191122577680e+00,4.642707197546950511e+02
2.912357190498005011e+00,2.423088041811449322e+00,6.809924014827288374e+00,4.822944819956131255e+02
2.870987102728211227e+00,2.566004683166233313e+00,3.814060355592205021e+00,3.472764503313153455e+02
3.544256775677717464e+00,1.282381716636603386e+00,6.664266764152390721e+00,4.052135544614035325e+02
2.636363177426509274e+00,1.932892639193486861e+00,5.193779839286390754e+00,4.959008305869012929e+02
2.661714818741714783e+00,1.228266535728905318e+00,3.191530322540223175e+00,3.904742768260484809e+02
2.448142753813280059e+00,1.716332908734364393e+00,6.760268717464859023e+00,4.522404403411808858e+02
3.804681043511973115e+00,2.313420709056689173e+00,4.424636941198251350e+00,3.653145826041850341e+02
3.357134195626611639e+00,2.700009165348707718e+00,4.821911549798651109e+00,3.837857117974319863e+02
2.333573898885833664e+00,2.225995729278968049e+00,4.782730278849410155e+00,4.130931978123601880e+02
3.481253967678681338e+00,1.451332141629484873e+00,4.037281218899392954e+00,3.568778182611691250e+02
3.174181364949561157e+00,2.461816388848672155e+00,3.416789345124640942e+00,4.417971197643987580e+02
3.674006651354263298e+00,2.992703835807417612e+00,3.626038746407886926e+00,3.011976952873453115e+02
3.934901811663287674e+00,1.557179086263037693e+00,4.960777302639601594e+00,4.162371501709541803e+02
3.268229185948763771e+00,1.888399382654380343e+00,3.007538356011904224e+00,4.464459222843141788e+02
3.191515962695477437e+00,1.174776994955235576e+00,5.032972530597808358e+00,4.212437818939454246e+02
2.754728040293479729e+00,1.786130131127051657e+00,4.722211520642423110e+00,4.707789282750368329e+02
3.769169212463168162e+00,1.251844035738725491e+00,3.996207809826714197e+00,3.170951917747919993e+02
3.158908620642188581e+00,2.148121598593059289e+00,5.866558977236233652e+00,3.661559827272384382e+02
2.531713148945116121e+00,2.816033409099730989e+00,3.755775691329116928e+00,4.872836853672479265e+02
3.852901044533992625e+00,2.137528947677872715e+00,5.144033792768032853e+00,3.617856933735419034e+02
2.833779516287180833e+00,1.421984020965659790e+00,5.309784544411270346e+00,3.546824647212307582e+02
2.573252079723022057e+00,1.316980669351382804e+00,4.298102624640466551e+00,4.582817841703492263e+02
3.022527660755967016e+00,1.103182616045864428e+00,6.600274345476691451e+00,3.582886881509375598e+02
3.580354227583055327e+00,1.128029422763630718e+00,3.217790039629865984e+00,4.315650368758923037e+02
2.954142264905010862e+00,1.024080658284517220e+00,6.329065225092801228e+00,4.917208335790950287e+02
3.465698361210485245e+00,2.610005024088039693e+00,3.684677344862823389e+00,4.988963919593404626e+02
2.019343673359382141e+00,2.010565676503392574e+00,6.956014192205030255e+00,3.880596954260920484e+02
3.423495631413536522e+00,1.817458961582079535e+00,3.370256876979581317e+00,3.764909193533414395e+02
3.114443138689122925e+00,2.174704869089823411e+00,6.390918705115312903e+00,3.492485285758480700e+02
2.891465598830595063e+00,1.767322938312057223e+00,5.601837773005949650e+00,4.853994090290925669e+02
2.848787218396350962e+00,2.861047936771737632e+00,3.282337593244347040e+00,4.684107748528628576e+02
3.301850406648572100e+00,1.723880470194238956e+00,5.424607559451386507e+00,3.697310820688937838e+02
3.871549711060434440e+00,1.071248053228460062e+00,4.175587306097422235e+00,3.060977164794103942e+02
2.475780516778519402e+00,2.383494518734198930e+00,5.119933123360498328e+00,4.110969792848526936e+02
2.372273730780392942e+00,1.463678019340446834e+00,5.640711546855001757e+00,4.792849080890222240e+02
2.788013461976154961e+00,2.241076727052276674e+00,6.212073142414054949e+00,3.040558233923699163e+02
2.179831434028240533e+00,1.367552591860779376e+00,5.354555320639759586e+00,4.665526433209697643e+02
2.969433300660435648e+00,1.392555228072406948e+00,3.158647461405728496e+00,3.081856960120618965e+02
3.521908352359983674e+00,1.562012446982982805e+00,5.827391808624822644e+00,3.789712469178749075e+02
3.656859153850661848e+00,1.910387916765309280e+00,6.186347736466180081e+00,4.015947239470568775e+02
2.730254815859684214e+00,1.830112079202049546e+00,4.908182593608612088e+00,4.439647441240862236e+02
2.409480562283797589e+00,2.343312764621163780e+00,4.057023626757145784e+00,4.098651096276009298e+02
3.793211273010011375e+00,2.589319962085687266e+00,5.992405554500557230e+00,3.536191654251914542e+02
3.702013009033388702e+00,1.942443942152864311e+00,6.733783683914596807e+00,3.209704900477750584e+02
3.253074637373270406e+00,2.660146041413069540e+00,4.479583677063685876e+00,3.150694968634192037e+02
3.370199042640494635e+00,2.525386244376858436e+00,6.261551484694244607e+00,4.220373569369121469e+02
2.260869832784891287e+00,1.504229203523157032e+00,5.575000927675796802e+00,4.398992895869997710e+02
2.205000529893598848e+00,1.686819495782662326e+00,3.546982247201059035e+00,3.230122794596849758e+02
3.834983289085283964e+00,2.043630182894117908e+00,3.086208341902025865e+00,3.291885908598380297e+02
3.965448451646962802e+00,1.403906452208032674e+00,5.203764944913102042e+00,4.144669718591940750e+02
3.234190127934462033e+00,1.960646897164048053e+00,4.208993755521531099e+00,4.920264407423287594e+02
